KEY, COLUMN, SOURCE_TABLE, SOURCE_VALUE, TARGET_TABLE, TARGET_VALUE, COMMENTS
0,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,0,./input/generated_data1_target.csv,1
1,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,1,./input/generated_data1_target.csv,2
1,Order_ID,./input/generated_data1_source.csv,5,./input/generated_data1_target.csv,2
1,Order_Date,./input/generated_data1_source.csv,03-01-2023,./input/generated_data1_target.csv,13-02-2023
1,Ship_Date,./input/generated_data1_source.csv,11-12-2023,./input/generated_data1_target.csv,24-12-2024
1,Ship_Mode,./input/generated_data1_source.csv,Second Class,./input/generated_data1_target.csv,Standard Class
1,Customer_ID,./input/generated_data1_source.csv,187e662c-bb9b-4869-8747-399f5504e14a,./input/generated_data1_target.csv,558ec173-3bf6-4439-be9e-4190ba0f8731
1,Customer_Name,./input/generated_data1_source.csv,Kelly Campos,./input/generated_data1_target.csv,Michael Cardenas DVM
1,Segment,./input/generated_data1_source.csv,Consumer,./input/generated_data1_target.csv,Corporate
1,City,./input/generated_data1_source.csv,Melanieville,./input/generated_data1_target.csv,Nicolebury
1,State,./input/generated_data1_source.csv,North Dakota,./input/generated_data1_target.csv,California
1,Region,./input/generated_data1_source.csv,South,./input/generated_data1_target.csv,East
1,Product_ID,./input/generated_data1_source.csv,be2b21ab-5588-43fb-8d0e-d1d9a415e66a,./input/generated_data1_target.csv,0ea97aa2-4342-4b74-9bbe-5073b2974866
1,Category,./input/generated_data1_source.csv,Technology,./input/generated_data1_target.csv,Office Supplies
1,Sub_Category,./input/generated_data1_source.csv,war,./input/generated_data1_target.csv,shoulder
1,Product_Name,./input/generated_data1_source.csv,deploy dynamic initiatives,./input/generated_data1_target.csv,aggregate interactive solutions
1,Sales,./input/generated_data1_source.csv,592.37,./input/generated_data1_target.csv,400.3
1,Quantity,./input/generated_data1_source.csv,3,./input/generated_data1_target.csv,2
1,Profit,./input/generated_data1_source.csv,398.55,./input/generated_data1_target.csv,420.3
1,Payment_Mode,./input/generated_data1_source.csv,Online,./input/generated_data1_target.csv,Cards
2,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,2,./input/generated_data1_target.csv,3
2,Order_ID,./input/generated_data1_source.csv,2,./input/generated_data1_target.csv,3
2,Order_Date,./input/generated_data1_source.csv,13-02-2023,./input/generated_data1_target.csv,13-07-2022
2,Ship_Date,./input/generated_data1_source.csv,24-12-2024,./input/generated_data1_target.csv,30-09-2022
2,Ship_Mode,./input/generated_data1_source.csv,Standard Class,./input/generated_data1_target.csv,Second Class
2,Customer_ID,./input/generated_data1_source.csv,558ec173-3bf6-4439-be9e-4190ba0f8731,./input/generated_data1_target.csv,ce6503d7-8043-45dc-bbd3-b3c95f69dcb7
2,Customer_Name,./input/generated_data1_source.csv,Michael Cardenas DVM,./input/generated_data1_target.csv,William Lopez
2,City,./input/generated_data1_source.csv,Nicolebury,./input/generated_data1_target.csv,Solistown
2,State,./input/generated_data1_source.csv,California,./input/generated_data1_target.csv,Wisconsin
2,Region,./input/generated_data1_source.csv,East,./input/generated_data1_target.csv,South
2,Product_ID,./input/generated_data1_source.csv,0ea97aa2-4342-4b74-9bbe-5073b2974866,./input/generated_data1_target.csv,382c9305-991f-4fca-90ea-303e3c48e412
2,Sub_Category,./input/generated_data1_source.csv,shoulder,./input/generated_data1_target.csv,natural
2,Product_Name,./input/generated_data1_source.csv,aggregate interactive solutions,./input/generated_data1_target.csv,utilize viral action-items
2,Sales,./input/generated_data1_source.csv,400.3,./input/generated_data1_target.csv,925.82
2,Quantity,./input/generated_data1_source.csv,2,./input/generated_data1_target.csv,3
2,Profit,./input/generated_data1_source.csv,420.3,./input/generated_data1_target.csv,342.86
2,Returns,./input/generated_data1_source.csv,,./input/generated_data1_target.csv,shoulder
3,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,3,./input/generated_data1_target.csv,4
3,Order_ID,./input/generated_data1_source.csv,3,./input/generated_data1_target.csv,4
3,Order_Date,./input/generated_data1_source.csv,13-07-2022,./input/generated_data1_target.csv,23-06-2021
3,Ship_Date,./input/generated_data1_source.csv,30-09-2022,./input/generated_data1_target.csv,13-05-2022
3,Ship_Mode,./input/generated_data1_source.csv,Second Class,./input/generated_data1_target.csv,Standard Class
3,Customer_ID,./input/generated_data1_source.csv,ce6503d7-8043-45dc-bbd3-b3c95f69dcb7,./input/generated_data1_target.csv,60d9a05d-f79c-455a-9b04-c20e973d1b8a
3,Customer_Name,./input/generated_data1_source.csv,William Lopez,./input/generated_data1_target.csv,Gregory White
3,City,./input/generated_data1_source.csv,Solistown,./input/generated_data1_target.csv,Harveyland
3,State,./input/generated_data1_source.csv,Wisconsin,./input/generated_data1_target.csv,Missouri
3,Product_ID,./input/generated_data1_source.csv,382c9305-991f-4fca-90ea-303e3c48e412,./input/generated_data1_target.csv,6de6b4bb-16e0-4a47-8334-2db5d633baad
3,Category,./input/generated_data1_source.csv,Office Supplies,./input/generated_data1_target.csv,Furniture
3,Sub_Category,./input/generated_data1_source.csv,natural,./input/generated_data1_target.csv,forget
3,Product_Name,./input/generated_data1_source.csv,utilize viral action-items,./input/generated_data1_target.csv,utilize integrated mindshare
3,Sales,./input/generated_data1_source.csv,925.82,./input/generated_data1_target.csv,559.59
3,Quantity,./input/generated_data1_source.csv,3,./input/generated_data1_target.csv,2
3,Profit,./input/generated_data1_source.csv,342.86,./input/generated_data1_target.csv,455.7
3,Returns,./input/generated_data1_source.csv,shoulder,./input/generated_data1_target.csv,million
3,Payment_Mode,./input/generated_data1_source.csv,Cards,./input/generated_data1_target.csv,Online
4,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,4,./input/generated_data1_target.csv,5
4,Order_ID,./input/generated_data1_source.csv,4,./input/generated_data1_target.csv,5
4,Order_Date,./input/generated_data1_source.csv,23-06-2021,./input/generated_data1_target.csv,23-02-2020
4,Ship_Date,./input/generated_data1_source.csv,13-05-2022,./input/generated_data1_target.csv,10-06-2024
4,Ship_Mode,./input/generated_data1_source.csv,Standard Class,./input/generated_data1_target.csv,First Class
4,Customer_ID,./input/generated_data1_source.csv,60d9a05d-f79c-455a-9b04-c20e973d1b8a,./input/generated_data1_target.csv,7f21dbab-66b8-4969-945a-c554f28171fa
4,Customer_Name,./input/generated_data1_source.csv,Gregory White,./input/generated_data1_target.csv,Steven Kim
4,Segment,./input/generated_data1_source.csv,Corporate,./input/generated_data1_target.csv,Consumer
4,City,./input/generated_data1_source.csv,Harveyland,./input/generated_data1_target.csv,Lake Elizabethbury
4,State,./input/generated_data1_source.csv,Missouri,./input/generated_data1_target.csv,South Carolina
4,Region,./input/generated_data1_source.csv,South,./input/generated_data1_target.csv,East
4,Product_ID,./input/generated_data1_source.csv,6de6b4bb-16e0-4a47-8334-2db5d633baad,./input/generated_data1_target.csv,078cae49-86b2-4a24-b9f5-aedc1a3a39b2
4,Sub_Category,./input/generated_data1_source.csv,forget,./input/generated_data1_target.csv,hard
4,Product_Name,./input/generated_data1_source.csv,utilize integrated mindshare,./input/generated_data1_target.csv,expedite enterprise eyeballs
4,Sales,./input/generated_data1_source.csv,559.59,./input/generated_data1_target.csv,897.79
4,Quantity,./input/generated_data1_source.csv,2,./input/generated_data1_target.csv,4
4,Profit,./input/generated_data1_source.csv,455.7,./input/generated_data1_target.csv,210.76
4,Returns,./input/generated_data1_source.csv,million,./input/generated_data1_target.csv,model
5,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,5,./input/generated_data1_target.csv,6
5,Order_ID,./input/generated_data1_source.csv,5,./input/generated_data1_target.csv,6
5,Order_Date,./input/generated_data1_source.csv,23-02-2020,./input/generated_data1_target.csv,21-03-2024
5,Ship_Date,./input/generated_data1_source.csv,10-06-2024,./input/generated_data1_target.csv,14-11-2023
5,Ship_Mode,./input/generated_data1_source.csv,First Class,./input/generated_data1_target.csv,Standard Class
5,Customer_ID,./input/generated_data1_source.csv,7f21dbab-66b8-4969-945a-c554f28171fa,./input/generated_data1_target.csv,e68742b1-1db2-45e5-b48b-cb2963b7d13e
5,Customer_Name,./input/generated_data1_source.csv,Steven Kim,./input/generated_data1_target.csv,Brian Ellison
5,Segment,./input/generated_data1_source.csv,Consumer,./input/generated_data1_target.csv,Corporate
5,City,./input/generated_data1_source.csv,Lake Elizabethbury,./input/generated_data1_target.csv,New Jason
5,State,./input/generated_data1_source.csv,South Carolina,./input/generated_data1_target.csv,North Carolina
5,Product_ID,./input/generated_data1_source.csv,078cae49-86b2-4a24-b9f5-aedc1a3a39b2,./input/generated_data1_target.csv,e719c766-59de-46c2-8bcd-3649e03287dc
5,Sub_Category,./input/generated_data1_source.csv,hard,./input/generated_data1_target.csv,development
5,Product_Name,./input/generated_data1_source.csv,expedite enterprise eyeballs,./input/generated_data1_target.csv,harness synergistic users
5,Sales,./input/generated_data1_source.csv,897.79,./input/generated_data1_target.csv,321.75
5,Quantity,./input/generated_data1_source.csv,4,./input/generated_data1_target.csv,1
5,Profit,./input/generated_data1_source.csv,210.76,./input/generated_data1_target.csv,489.3
5,Returns,./input/generated_data1_source.csv,model,./input/generated_data1_target.csv,grow
5,Payment_Mode,./input/generated_data1_source.csv,Online,./input/generated_data1_target.csv,Cash
6,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,6,./input/generated_data1_target.csv,7
6,Order_ID,./input/generated_data1_source.csv,6,./input/generated_data1_target.csv,7
6,Order_Date,./input/generated_data1_source.csv,21-03-2024,./input/generated_data1_target.csv,02-01-2022
6,Ship_Date,./input/generated_data1_source.csv,14-11-2023,./input/generated_data1_target.csv,02-06-2024
6,Ship_Mode,./input/generated_data1_source.csv,Standard Class,./input/generated_data1_target.csv,First Class
6,Customer_ID,./input/generated_data1_source.csv,e68742b1-1db2-45e5-b48b-cb2963b7d13e,./input/generated_data1_target.csv,4054a701-7e11-44c5-ae33-286db90a072f
6,Customer_Name,./input/generated_data1_source.csv,Brian Ellison,./input/generated_data1_target.csv,Donna Wilson
6,City,./input/generated_data1_source.csv,New Jason,./input/generated_data1_target.csv,Ericksonbury
6,State,./input/generated_data1_source.csv,North Carolina,./input/generated_data1_target.csv,New Hampshire
6,Product_ID,./input/generated_data1_source.csv,e719c766-59de-46c2-8bcd-3649e03287dc,./input/generated_data1_target.csv,3abbc497-8af0-46ee-a5bc-e0454903098c
6,Category,./input/generated_data1_source.csv,Furniture,./input/generated_data1_target.csv,Office Supplies
6,Sub_Category,./input/generated_data1_source.csv,development,./input/generated_data1_target.csv,decide
6,Product_Name,./input/generated_data1_source.csv,harness synergistic users,./input/generated_data1_target.csv,transform collaborative web services
6,Sales,./input/generated_data1_source.csv,321.75,./input/generated_data1_target.csv,564.57
6,Quantity,./input/generated_data1_source.csv,1,./input/generated_data1_target.csv,3
6,Profit,./input/generated_data1_source.csv,489.3,./input/generated_data1_target.csv,154.91
6,Returns,./input/generated_data1_source.csv,grow,./input/generated_data1_target.csv,to
6,Payment_Mode,./input/generated_data1_source.csv,Cash,./input/generated_data1_target.csv,Online
7,Row_ID_O6G3A1_R6,./input/generated_data1_source.csv,7,./input/generated_data1_target.csv,8
7,Order_ID,./input/generated_data1_source.csv,7,./input/generated_data1_target.csv,8
7,Order_Date,./input/generated_data1_source.csv,02-01-2022,./input/generated_data1_target.csv,18-11-2024
7,Ship_Date,./input/generated_data1_source.csv,02-06-2024,./input/generated_data1_target.csv,13-04-2020
7,Ship_Mode,./input/generated_data1_source.csv,First Class,./input/generated_data1_target.csv,Standard Class
7,Customer_ID,./input/generated_data1_source.csv,4054a701-7e11-44c5-ae33-286db90a072f,./input/generated_data1_target.csv,7c557bd3-730b-4f7f-b7fd-5f5173ce1d45
7,Customer_Name,./input/generated_data1_source.csv,Donna Wilson,./input/generated_data1_target.csv,Mr. Christopher Williams
7,City,./input/generated_data1_source.csv,Ericksonbury,./input/generated_data1_target.csv,Port Michellefort
